1,2.3702e-06,0.064717
2,0.089333,-0.037293
3,0.0014022,0.11307
4,0.14508,-0.017034
5,0.01899,-0.04434
6,0.33558,0.0015286
7,0.034884,0.02114
8,0.12034,0.029861
9,0.3952,-0.0020288
10,0.027952,0.035378
11,0.0041379,0.071754
12,0.0020588,-0.017957
13,0.41342,0.008031
14,0.077228,0.092581
15,0.19615,-0.014766
16,0.0013039,-0.022722
17,0.32638,0.0065173
18,0.70219,-0.00021759
19,1.057e-05,0.11795
20,1.1751e-05,0.13248
21,0.49211,0.012168
22,0.34667,-0.043557
23,0.2636,-0.011197
24,5.5844e-05,-0.038071
25,3.0329e-05,0.031619
26,0.21543,-0.0051984
27,4.1981e-06,-0.13543
28,0.41271,0.011686
29,0.028502,0.10234
30,0.074374,-0.10001
31,7.3272e-05,0.16871
32,0.70699,0.0080237
33,0.62717,0.10106
34,0.20978,0.075048
35,0.29399,0.039773
36,0.089716,0.044344
37,0.13757,0.021668
38,0.086665,0.60606
39,7.1673e-15,0.097426
40,0.00030762,0.04165
41,0.10563,0.0023594
42,0.085578,-0.010883
43,6.5177e-07,0.074259
44,1.0607e-05,0.050266
45,0.16819,0.010305
46,0.11302,0.025599
47,2.6153e-09,-0.071252
48,1.1488e-05,0.04147
49,6.6899e-08,0.071334
50,6.4522e-08,0.14223
