1,4.4567e-06,0.070561
2,0.0053365,-0.06745
3,0.016483,0.067057
4,0.26592,-0.0044832
5,0.018444,-0.054935
6,0.77569,0.0056659
7,0.029249,0.040775
8,0.20109,-0.014323
9,0.19584,0.016698
10,0.49646,0.005142
11,2.9244e-05,0.1386
12,0.045917,-0.004852
13,0.56562,0.027465
14,0.27857,0.10001
15,0.19615,-0.0068876
16,0.010323,-0.038264
17,0.10062,-0.013842
18,0.00032416,0.072497
19,1.7856e-06,0.11676
20,0.00057993,0.10037
21,0.62354,-0.0050249
22,0.26846,-0.098518
23,0.058055,-0.013486
24,0.51817,-0.0085324
25,1.3498e-07,0.072584
26,0.12028,0.023652
27,0.26369,-0.054507
28,0.22887,0.0035215
29,0.12779,0.056876
30,0.51254,0.027803
31,0.0084459,0.21957
32,0.58492,-0.0079156
33,0.62717,0.10106
34,0.27098,0.087089
35,0.29399,0.039773
36,5.5315e-05,0.21106
37,0.45294,0.046205
38,0.086665,0.60606
39,0.011444,0.038479
40,0.1253,0.021974
41,0.42931,-0.00011831
42,0.020254,-0.048374
43,0.96445,-0.00045047
44,0.0011707,-0.017689
45,0.26539,0.010309
46,0.0012533,0.066391
47,3.3231e-12,-0.11996
48,0.0086281,-0.031391
49,0.00014028,0.049545
50,6.4522e-08,0.14223
